restaurants__restaurant__R__res_id,restaurants__restaurant__apikey,restaurants__restaurant__average_cost_for_two,restaurants__restaurant__book_again_url,restaurants__restaurant__book_form_web_view_url,restaurants__restaurant__cuisines,restaurants__restaurant__currency,restaurants__restaurant__deeplink,restaurants__restaurant__events_url,restaurants__restaurant__featured_image,restaurants__restaurant__has_online_delivery,restaurants__restaurant__has_table_booking,restaurants__restaurant__id,restaurants__restaurant__include_bogo_offers,restaurants__restaurant__is_book_form_web_view,restaurants__restaurant__is_delivering_now,restaurants__restaurant__is_table_reservation_supported,restaurants__restaurant__is_zomato_book_res,restaurants__restaurant__location__address,restaurants__restaurant__location__city,restaurants__restaurant__location__city_id,restaurants__restaurant__location__country_id,restaurants__restaurant__location__latitude,restaurants__restaurant__location__locality,restaurants__restaurant__location__locality_verbose,restaurants__restaurant__location__longitude,restaurants__restaurant__location__zipcode,restaurants__restaurant__menu_url,restaurants__restaurant__mezzo_provider,restaurants__restaurant__name,restaurants__restaurant__opentable_support,restaurants__restaurant__photos_url,restaurants__restaurant__price_range,restaurants__restaurant__switch_to_order_menu,restaurants__restaurant__thumb,restaurants__restaurant__url,restaurants__restaurant__user_rating__aggregate_rating,restaurants__restaurant__user_rating__rating_color,restaurants__restaurant__user_rating__rating_text,restaurants__restaurant__user_rating__votes,results_found,results_shown,results_start
18179244,hidden,20,,,Desserts,MYR,zomato://restaurant/18179244,https://www.zomato.com/kuala-lumpur/snowflake-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179244_CHAIN_7ec131539035d73a1d75cc8edc283f6e.jpg,0,0,18179244,True,0,0,0,0,"P4.01.00 & E4.01.00, Level 4, Pavilion Mall, 168, Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.1492676926,Pavilion Mall,"Pavilion Mall, Kuala Lumpur",101.7128721625,55100,https://www.zomato.com/kuala-lumpur/snowflake-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Snowflake,0,https://www.zomato.com/kuala-lumpur/snowflake-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,0,https://b.zmtcdn.com/data/res_imagery/18179244_CHAIN_7ec131539035d73a1d75cc8edc283f6e.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/snowflake-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,29,,,
18190150,hidden,200,,,Western,MYR,zomato://restaurant/18190150,https://www.zomato.com/kuala-lumpur/opium-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18190150_RESTAURANT_ee8954ba2a8d2571383b44633c9b6b35.jpg,0,0,18190150,True,0,0,0,0,"50, Changkat, Bukit Bintang, Kuala Lumpur 50200",Kuala Lumpur,88,123,3.1472299469,"Changkat, Bukit Bintang","Changkat, Bukit Bintang, Kuala Lumpur",101.708320789,50200,https://www.zomato.com/kuala-lumpur/opium-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Opium,0,https://www.zomato.com/kuala-lumpur/opium-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18190150_RESTAURANT_ee8954ba2a8d2571383b44633c9b6b35.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/opium-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,25,,,
18179281,hidden,100,,,Western,MYR,zomato://restaurant/18179281,https://www.zomato.com/kuala-lumpur/delicious-bangsar-baru/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18178528_CHAIN_478b3b00e35ebf00bc3243f8b78ec95a.jpg,0,0,18179281,True,0,0,0,0,"GF.1, Ground Floor, Bangsar Village II, 2, Jalan Telawi Satu, Bangsar Baru, Bangsar, Kuala Lumpur 59100",Kuala Lumpur,88,123,3.1315916667,Bangsar Village,"Bangsar Village, Kuala Lumpur",101.6716777778,59100,https://www.zomato.com/kuala-lumpur/delicious-bangsar-baru/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Delicious,0,https://www.zomato.com/kuala-lumpur/delicious-bangsar-baru/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18178528_CHAIN_478b3b00e35ebf00bc3243f8b78ec95a.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/delicious-bangsar-baru?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,27,,,
18197750,hidden,30,,,"Cafe, Bakery",MYR,zomato://restaurant/18197750,https://www.zomato.com/kuala-lumpur/kenny-hills-bakers-1-bukit-tunku/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18197750_CHAIN_7be48c78901d80176f41f538cd62f9d7.jpg,0,0,18197750,True,0,0,0,0,"1.1A, Taman Tunku, Kenny Hills, Off Jalan Dato, Bukit Tunku, Kuala Lumpur 50480",Kuala Lumpur,88,123,3.1740388889,Bukit Tunku,"Bukit Tunku, Kuala Lumpur",101.6795972222,50480,https://www.zomato.com/kuala-lumpur/kenny-hills-bakers-1-bukit-tunku/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Kenny Hills Bakers,0,https://www.zomato.com/kuala-lumpur/kenny-hills-bakers-1-bukit-tunku/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,0,https://b.zmtcdn.com/data/res_imagery/18197750_CHAIN_7be48c78901d80176f41f538cd62f9d7.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/kenny-hills-bakers-1-bukit-tunku?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,37,,,
18193257,hidden,50,,,Desserts,MYR,zomato://restaurant/18193257,https://www.zomato.com/kuala-lumpur/foo-foo-taman-tun-dr-ismail/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18193257_RESTAURANT_bb3a90c0a8594957db7eb10ab591e6ac.jpg,0,0,18193257,True,0,0,0,0,"64A, First Floor, Jalan Burhanuddin Helmi, Taman Tun Dr Ismail, Kuala Lumpur 60000",Kuala Lumpur,88,123,3.152165,Taman Tun Dr Ismail,"Taman Tun Dr Ismail, Kuala Lumpur",101.620445,60000,https://www.zomato.com/kuala-lumpur/foo-foo-taman-tun-dr-ismail/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Foo Foo,0,https://www.zomato.com/kuala-lumpur/foo-foo-taman-tun-dr-ismail/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18193257_RESTAURANT_bb3a90c0a8594957db7eb10ab591e6ac.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/foo-foo-taman-tun-dr-ismail?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,21,,,
18192395,hidden,50,,,Burger,MYR,zomato://restaurant/18192395,https://www.zomato.com/kuala-lumpur/myburgerlab-taman-oug/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,0,0,18192395,True,0,0,0,0,"8, Jalan Awan Hijau, Taman OUG, Kuala Lumpur 58200",Kuala Lumpur,88,123,3.081997,Taman OUG,"Taman OUG, Kuala Lumpur",101.670209,58200,https://www.zomato.com/kuala-lumpur/myburgerlab-taman-oug/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,myBurgerLab,0,https://www.zomato.com/kuala-lumpur/myburgerlab-taman-oug/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,,https://www.zomato.com/kuala-lumpur/myburgerlab-taman-oug?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,25,,,
18186388,hidden,50,,,Fast Food,MYR,zomato://restaurant/18186388,https://www.zomato.com/kuala-lumpur/4fingers-crispy-chicken-mid-valley-city/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18186388_RESTAURANT_affccf6a634e10fe611e09990d642710.jpg,0,0,18186388,True,0,0,0,0,"LG.074A, Lower Ground Floor, Mid Valley Megamall, Lingkaran Syed Putra, Mid Valley City, Kuala Lumpur 59200",Kuala Lumpur,88,123,3.117591,Mid Valley Megamall,"Mid Valley Megamall, Kuala Lumpur",101.677424,59200,https://www.zomato.com/kuala-lumpur/4fingers-crispy-chicken-mid-valley-city/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,4Fingers Crispy Chicken,0,https://www.zomato.com/kuala-lumpur/4fingers-crispy-chicken-mid-valley-city/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18186388_RESTAURANT_affccf6a634e10fe611e09990d642710.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/4fingers-crispy-chicken-mid-valley-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,86,,,
18178803,hidden,150,,,Indian,MYR,zomato://restaurant/18178803,https://www.zomato.com/kuala-lumpur/bombay-palace-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18178803_RESTAURANT_16588a120938ee7b503901c161290b50.jpg?output-format=webp,0,0,18178803,True,0,0,0,0,"M Level, Life Centre, 20, Jalan Sultan Ismail, Kuala Lumpur City Center, Kuala Lumpur 50250",Kuala Lumpur,88,123,3.1540190695,D'Alamanda Condominium,"D'Alamanda Condominium, Kuala Lumpur",101.7084565759,50250,https://www.zomato.com/kuala-lumpur/bombay-palace-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Bombay Palace,0,https://www.zomato.com/kuala-lumpur/bombay-palace-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18178803_RESTAURANT_16588a120938ee7b503901c161290b50.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/bombay-palace-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,71,,,
18196207,hidden,85,,,"Asian, Fusion",MYR,zomato://restaurant/18196207,https://www.zomato.com/kuala-lumpur/chocha-foodstore-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,0,0,18196207,True,0,0,0,0,"156, Jalan Petaling, Kuala Lumpur City Center, Kuala Lumpur 50000",Kuala Lumpur,88,123,3.1408769888,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.69801943,50000,https://www.zomato.com/kuala-lumpur/chocha-foodstore-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Chocha Foodstore,0,https://www.zomato.com/kuala-lumpur/chocha-foodstore-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,,https://www.zomato.com/kuala-lumpur/chocha-foodstore-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,37,,,
18178171,hidden,450,,,"Malaysian, European, Asian",MYR,zomato://restaurant/18178171,https://www.zomato.com/kuala-lumpur/mosaic-mandarin-oriental-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,0,0,18178171,True,0,0,0,0,"Mandarin Oriental, Jalan Pinang, Kuala Lumpur City Center, Kuala Lumpur 50088",Kuala Lumpur,88,123,3.1559138561,Mandarin Oriental ,"Mandarin Oriental , Kuala Lumpur",101.7119253427,50088,https://www.zomato.com/kuala-lumpur/mosaic-mandarin-oriental-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Mosaic - Mandarin Oriental,0,https://www.zomato.com/kuala-lumpur/mosaic-mandarin-oriental-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,,https://www.zomato.com/kuala-lumpur/mosaic-mandarin-oriental-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,19,,,
18447970,hidden,50,,,Cafe,MYR,zomato://restaurant/18447970,https://www.zomato.com/kuala-lumpur/kopenhagen-coffee-mont-kiara/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18447970_RESTAURANT_8e54b8f260acf916d5eb000ba2aa660d.jpg,0,0,18447970,True,0,0,0,0,"Vista Kiara, Jalan Kiara 3, Mont Kiara, Kuala Lumpur 50480",Kuala Lumpur,88,123,3.166972,Mont Kiara,"Mont Kiara, Kuala Lumpur",101.648862,50480,https://www.zomato.com/kuala-lumpur/kopenhagen-coffee-mont-kiara/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Kopenhagen Coffee,0,https://www.zomato.com/kuala-lumpur/kopenhagen-coffee-mont-kiara/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18447970_RESTAURANT_8e54b8f260acf916d5eb000ba2aa660d.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/kopenhagen-coffee-mont-kiara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,28,,,
18178825,hidden,300,,,"Asian, Fusion",MYR,zomato://restaurant/18178825,https://www.zomato.com/kuala-lumpur/skillet163-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18178825_RESTAURANT_dc41a5b91b0b73514a61dc439c822b96.jpg,0,0,18178825,True,0,0,0,0,"163, Fraser Place, 10, Jalan Perak, Kuala Lumpur City Center, Kuala Lumpur 50450",Kuala Lumpur,88,123,3.1530174423,Fraser Place ,"Fraser Place , Kuala Lumpur",101.7086647823,50450,https://www.zomato.com/kuala-lumpur/skillet163-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Skillet@163,0,https://www.zomato.com/kuala-lumpur/skillet163-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18178825_RESTAURANT_dc41a5b91b0b73514a61dc439c822b96.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/skillet163-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,21,,,
18192006,hidden,60,,,Cafe,MYR,zomato://restaurant/18192006,https://www.zomato.com/kuala-lumpur/pulp-by-papa-palheta-off-jalan-bangsar/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18192006_RESTAURANT_f9c79bee56490a7b7fc014d0c6a7044b.jpg,0,0,18192006,True,0,0,0,0,"29.01, APW Bangsar, Jalan Riong, Off Jalan Bangsar, Bangsar, Kuala Lumpur 59100",Kuala Lumpur,88,123,3.12416,APW Bangsar,"APW Bangsar, Kuala Lumpur",101.67435,59100,https://www.zomato.com/kuala-lumpur/pulp-by-papa-palheta-off-jalan-bangsar/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,PULP by Papa Palheta,0,https://www.zomato.com/kuala-lumpur/pulp-by-papa-palheta-off-jalan-bangsar/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18192006_RESTAURANT_f9c79bee56490a7b7fc014d0c6a7044b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/pulp-by-papa-palheta-off-jalan-bangsar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,53,,,
18186555,hidden,100,,,Western,MYR,zomato://restaurant/18186555,https://www.zomato.com/kuala-lumpur/bens-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18180112_CHAIN_1f9c94a05ab305a376e234b22e528e28.jpg,0,0,18186555,True,0,0,0,0,"1.40, First Level, Suria KLCC, Kuala Lumpur City Center, Kuala Lumpur 50088",Kuala Lumpur,88,123,3.1577400121,Suria KLCC,"Suria KLCC, Kuala Lumpur",101.7118354887,50088,https://www.zomato.com/kuala-lumpur/bens-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Ben's,0,https://www.zomato.com/kuala-lumpur/bens-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18180112_CHAIN_1f9c94a05ab305a376e234b22e528e28.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/bens-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,56,,,
18179782,hidden,90,,,"Japanese, Steamboat",MYR,zomato://restaurant/18179782,https://www.zomato.com/kuala-lumpur/suki-ya-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179782_CHAIN_7e6e31285099b78b3eb8cca54993c733.jpg,0,0,18179782,True,0,0,0,0,"6.24.04, Level 6, Pavilion Mall, 168, Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.14909,Pavilion Mall,"Pavilion Mall, Kuala Lumpur",101.714143,55100,https://www.zomato.com/kuala-lumpur/suki-ya-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Suki-Ya,0,https://www.zomato.com/kuala-lumpur/suki-ya-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179782_CHAIN_7e6e31285099b78b3eb8cca54993c733.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/suki-ya-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,38,,,
18179875,hidden,100,,,Italian,MYR,zomato://restaurant/18179875,https://www.zomato.com/kuala-lumpur/alexis-bistro-bangsar-baru/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179875_RESTAURANT_c212a97f4ba29c1e1ca96f09621917e1.jpg,0,0,18179875,True,0,0,0,0,"29, Jalan Telawi 3, Bangsar Baru, Bangsar, Kuala Lumpur 59100",Kuala Lumpur,88,123,3.1318194444,Bangsar Baru,"Bangsar Baru, Kuala Lumpur",101.6710666667,59100,https://www.zomato.com/kuala-lumpur/alexis-bistro-bangsar-baru/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Alexis Bistro,0,https://www.zomato.com/kuala-lumpur/alexis-bistro-bangsar-baru/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179875_RESTAURANT_c212a97f4ba29c1e1ca96f09621917e1.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/alexis-bistro-bangsar-baru?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,60,,,
18179796,hidden,120,,,"Malaysian, Indian, Chinese, Italian",MYR,zomato://restaurant/18179796,https://www.zomato.com/kuala-lumpur/lemon-garden-cafe-shangri-la-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179796_RESTAURANT_a801c5aa2c833de9304624aec5ef6c01.jpg,0,0,18179796,True,0,0,0,0,"Lobby Level, Shangri - La, 11, Jalan Sultan Ismail, Kuala Lumpur City Center, Kuala Lumpur 50250",Kuala Lumpur,88,123,3.1543575201,Shangri - La,"Shangri - La, Kuala Lumpur",101.7062863335,50250,https://www.zomato.com/kuala-lumpur/lemon-garden-cafe-shangri-la-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Lemon Garden Cafe - Shangri - La,0,https://www.zomato.com/kuala-lumpur/lemon-garden-cafe-shangri-la-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179796_RESTAURANT_a801c5aa2c833de9304624aec5ef6c01.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/lemon-garden-cafe-shangri-la-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,26,,,
18181137,hidden,110,,,Japanese,MYR,zomato://restaurant/18181137,https://www.zomato.com/kuala-lumpur/hakata-ippudo-mid-valley-city/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179311_CHAIN_2e04754607f6a32eba55544d64bf0b8f.jpg,0,0,18181137,True,0,0,0,0,"T.218, Third Floor, The Gardens Mall, Lingkaran Syed Putra, Mid Valley City, Kuala Lumpur 59200",Kuala Lumpur,88,123,3.1190361111,The Gardens Mall,"The Gardens Mall, Kuala Lumpur",101.6759638889,59200,https://www.zomato.com/kuala-lumpur/hakata-ippudo-mid-valley-city/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Hakata Ippudo,0,https://www.zomato.com/kuala-lumpur/hakata-ippudo-mid-valley-city/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179311_CHAIN_2e04754607f6a32eba55544d64bf0b8f.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/hakata-ippudo-mid-valley-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,30,,,
18197492,hidden,85,,,Cafe,MYR,zomato://restaurant/18197492,https://www.zomato.com/kuala-lumpur/dc-comics-super-heroes-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,0,0,18197492,True,0,0,0,0,"5.11.00, Level 5, Pavilion Mall, 168, Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.1482722222,Pavilion Mall,"Pavilion Mall, Kuala Lumpur",101.7132333333,55100,https://www.zomato.com/kuala-lumpur/dc-comics-super-heroes-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,DC Comics Super Heroes,0,https://www.zomato.com/kuala-lumpur/dc-comics-super-heroes-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,,https://www.zomato.com/kuala-lumpur/dc-comics-super-heroes-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,20,,,
18480103,hidden,60,,,Burger,MYR,zomato://restaurant/18480103,https://www.zomato.com/kuala-lumpur/burger-on-16-imbi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18480103_RESTAURANT_4579a068ba3f5fdf0d932ca61a17f810.jpg,0,0,18480103,True,0,0,0,0,"16, Jalan 1/77a, Imbi, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.14128,Imbi,"Imbi, Kuala Lumpur",101.709563,55100,https://www.zomato.com/kuala-lumpur/burger-on-16-imbi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Burger on 16,0,https://www.zomato.com/kuala-lumpur/burger-on-16-imbi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18480103_RESTAURANT_4579a068ba3f5fdf0d932ca61a17f810.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/burger-on-16-imbi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.2,5BA829,Very Good,23,,,
